EngineCoolantTemperature;EngineLoad;RPM;IntakeManifoldPressure;MassAirFlow;IntakeAirTemperature;Speed;ShortTermFuelTrimBank1;ThrottlePosition;TimingAdvance
91;18,4;1735;22;4,55;36;28;0;22;0,635
91;57,3;1943;57;16,97;35;35;0,062;32,5;0,69
91;78,8;2499;62;25,99;35;48;0,031;34,9;0,686
91;74,9;2598;50;29,25;35;58;-0,055;36,1;0,686
90;18;2705;19;7,27;35;37;0;25,9;0,647
90;34,9;911;43;7,88;35;25;0,039;28,2;0,612
90;63,1;2673;44;26,08;35;40;0,039;35,3;0,702
91;67,5;2353;54;23,36;35;54;-0,039;34,5;0,694
91;64,7;2864;38;27,45;35;59;0,023;35,3;0,698
92;61,6;1980;53;17,77;35;58;-0,07;32,5;0,686
92;63,5;1882;52;17,08;34;55;0;32,2;0,682
92;62;1830;48;16,29;34;58;-0,047;32,2;0,686
92;39,6;1971;35;11,67;34;59;0,07;29,8;0,718
92;32,2;1957;23;8,57;35;57;0,062;27,5;0,737
91;17,3;1679;22;4,46;35;28;0;21,6;0,631
91;65,1;1772;56;16,89;35;31;0;32,2;0,682
91;60;1607;59;14,93;35;36;-0,055;31,4;0,682
91;52,2;1788;52;14,31;35;38;0,008;31,4;0,706
91;17,6;1484;56;3,69;35;21;0,094;20,4;0,631
92;68,2;2491;52;22,57;35;36;0,039;27,1;0,698
92;34,9;2011;20;9,93;35;40;0;28,6;0,729
92;17,6;1620;21;4,3;35;25;0;21,6;0,631
92;42,4;764;65;4,44;36;16;0,031;20,8;0,569
93;59,6;1789;21;8,5;35;13;0;22,7;0,663
93;28,6;871;23;3,64;36;12;0;19,6;0,576
93;36,9;1278;34;6,81;36;20;0,039;25,1;0,631
93;18;1729;20;4,72;35;19;0;22;0,757
81;55,3;1813;34;15,16;31;13;-0,039;31,4;0,694
82;48,2;1952;49;13,77;31;13;0,008;30,6;0,706
82;59,6;2074;51;18,35;31;17;-0,047;32,5;0,69
83;57,3;2010;76;25,9;31;26;-0,008;36,1;0,761
84;100;2441;75;37,14;30;40;-0,016;38,4;0,659
85;18,4;2714;65;7,57;31;44;-0,008;25,5;0,627
85;77,6;2236;36;26,23;30;49;-0,086;35,3;0,682
84;32,2;2453;53;11,17;30;57;0,07;29,8;0,753
82;65,9;2919;44;29,45;31;63;0;35,7;0,698
81;68,6;2125;66;22,68;31;67;-0,008;34,5;0,69
81;85,1;2300;59;29;30;72;-0,07;36,1;0,678
81;58,4;2405;57;19,56;30;73;-0,031;32,9;0,714
82;65,9;2449;35;24,46;30;74;0;34,5;0,702
83;46,3;2453;31;18,65;31;71;-0,055;31,8;0,737
83;36,9;2354;36;13,08;31;73;0,062;30,6;0,745
82;45,1;2446;42;16,58;31;76;0,07;31,8;0,737
81;56,5;2555;29;21,69;30;77;-0,031;33,7;0,718
81;18,4;2471;19;6,76;31;66;0;25,5;0,643
81;53,3;2159;20;17,1;31;47;0;32,2;0,706
82;19,2;950;46;3,98;31;23;-0,008;20,8;0,616
82;85,5;2132;77;28,28;30;40;-0,016;36,5;0,667
82;20;2408;71;6,77;30;48;-0,016;26,7;0,639
82;97,3;2529;68;38,09;30;60;-0,055;38,4;0,675
82;24,3;2773;59;7,07;30;62;0,086;25,5;0,69
82;22,7;2049;19;5,45;31;44;0;23,9;0,71
83;32,5;835;60;3,82;31;27;-0,078;19,6;0,553
83;92,5;2618;73;37,84;30;42;0,039;38;0,675
82;96,1;3773;82;25,66;30;45;0,023;30,6;0,639
82;100;2266;82;36,4;30;50;0,023;39,2;0,639
82;100;2511;18;37,47;30;46;0,008;38,4;0,647
83;18,4;2035;66;5,54;30;30;0;23,5;0,635
83;94,5;1592;41;24,41;30;42;0,008;35,7;0,627
82;26,3;2132;25;6,59;30;44;0;23,5;0,729
82;52,9;2279;19;18,23;30;52;0,008;32,5;0,714
82;19,2;2547;18;7,29;30;49;0;28,2;0,639
82;18,4;2322;42;6,54;30;46;0,094;25,5;0,639
82;60,4;2318;20;20,97;30;32;0;33,3;0,706
82;42,7;877;38;4,38;31;15;-0,039;20,4;0,647
83;36,9;830;53;4,25;31;19;0,016;20,8;0,545
83;62,4;1954;59;18,92;30;34;-0,062;33,3;0,686
82;20,4;2530;69;6,95;30;40;0,062;25,1;0,592
82;84,7;2067;28;26,35;30;46;-0,062;35,3;0,671
82;51;2278;49;17,6;30;49;0;32,5;0,718
82;63,1;2528;43;23,54;30;56;-0,07;34,1;0,71
83;52,2;1996;18;16,47;30;56;0;32,2;0,741
83;17,6;1719;44;4,53;31;48;0;22;0,635
83;76,1;1636;70;18,08;30;52;0,008;32,9;0,671
82;90,6;1752;18;19,58;30;49;-0,125;31,4;0,647
82;17,3;1501;21;3,93;31;33;0,016;21,6;0,624
82;31,8;827;32;3,68;31;5;-0,078;19,6;0,553
82;42,4;785;37;4,5;31;0;0,039;21,2;0,549
82;41,2;787;35;4,6;31;0;0,023;21,2;0,545
82;41,2;800;35;4,63;31;0;-0,023;21,2;0,565
82;42,4;809;34;4,6;31;0;0,008;21,2;0,541
83;41,6;800;35;4,69;31;0;0,016;21,2;0,533
83;43,9;791;34;4,78;31;0;-0,023;21,2;0,573
83;43,1;806;34;4,66;31;0;-0,031;21,2;0,529
83;40,4;805;34;4,56;31;0;0,016;21,2;0,533
83;42,7;787;32;4,82;31;2;-0,023;21,2;0,549
83;55,7;1153;19;9,14;31;11;0,031;27,5;0,541
82;42,4;1046;50;7,2;31;16;0,047;26,3;0,663
82;69,8;1597;35;16,95;30;29;-0,023;32,9;0,675
82;18,8;1363;21;5,89;31;27;0,016;26,3;0,616
82;46,7;1273;52;12,6;31;34;0,117;31;0,714
83;19,2;1586;29;4,67;31;14;0,039;22,4;0,624
83;56,9;1170;79;10,02;31;25;-0,023;30,2;0,651
83;100;2445;25;41,03;30;41;0,016;40,4;0,651
84;100;2795;88;40,32;30;48;-0,031;38,8;0,675
84;100;2442;27;38,69;30;49;-0,094;38,8;0,647
84;18,8;2239;52;6,28;30;45;-0,016;24,7;0,639
84;26,3;2163;30;6,4;30;41;0;24,3;0,765
84;48,6;2063;47;15,05;30;46;0,039;31,4;0,718
84;51,4;2355;24;18,04;30;47;0,039;27,5;0,722
83;32,2;833;33;3,26;31;40;0,031;20;0,596
84;40;793;33;4,07;31;24;0,008;20,4;0,565
84;28,2;771;36;3,88;31;8;0,008;20;0,557
84;54,1;1620;20;13,38;31;17;0,062;31,4;0,675
84;82;1742;24;23,54;30;27;-0,008;34,9;0,678
83;18,8;2164;19;5,98;31;18;0;24,3;0,635
83;42,7;1501;44;9,54;31;22;0,078;29;0,714
83;32,9;1792;23;6;30;18;0,031;22,7;0,718
83;49;1363;31;9,99;30;18;-0,023;29;0,714
83;86,7;1755;81;23,85;30;38;-0,031;35,3;0,663
83;71,4;3386;67;11,51;30;44;0,031;28,2;0,678
84;83,9;2294;69;31,06;30;54;-0,055;36,9;0,729
84;28,2;2677;20;10,13;30;49;-0,109;28,2;0,78
84;34,5;2386;39;12,64;30;49;-0,016;30,2;0,757
84;23,1;2337;43;10,22;30;50;-0,016;29;0,635
84;64,7;2544;25;27,96;30;59;0,039;35,3;0,714
84;62;1985;69;21,01;30;65;0;34,1;0,702
84;36,1;2183;18;11,67;30;64;0,047;29,8;0,729
84;17,6;1998;18;5,3;31;49;0;23,1;0,639
84;18,4;1445;20;3,38;31;28;0,031;21,2;0,62
83;37,3;761;34;4,14;31;3;0,031;20,4;0,576
83;38,4;797;35;4,32;31;1;0;20,4;0,545
83;40,4;809;50;4,41;31;8;0,016;20,8;0,525
84;53,7;1889;18;16,33;31;20;-0,023;32,5;0,698
83;78,4;1919;65;23,88;30;40;0,055;34,9;0,671
83;20,4;2336;63;6,76;30;46;0,07;24,7;0,639
83;75,7;2410;25;27,53;30;53;-0,062;35,3;0,69
83;55,3;2642;54;23,3;30;57;-0,008;34,1;0,725
84;23,1;2535;71;6,84;30;61;0,078;25,1;0,58
84;39,6;2062;19;8,56;31;58;0;25,5;0,71
84;18;1784;52;4,65;31;50;0;22;0,635
83;98,8;1751;86;27,95;31;58;0;37,3;0,631
83;67,1;2010;67;21,97;30;65;-0,055;34,5;0,678
83;69,8;2214;47;21,74;30;67;-0,031;33,3;0,686
83;16,9;2226;34;5,92;31;64;0;24,3;0,773
83;32,2;2122;20;6,39;31;58;0;23,5;0,737
83;36,5;1891;52;10,42;31;58;0,062;29;0,729
83;61,6;1955;18;17,88;31;59;-0,008;32,5;0,686
83;47,5;1980;52;14,62;31;59;0,039;31,4;0,714
83;62,4;2036;22;18,73;31;60;-0,07;32,9;0,686
83;56,1;1993;19;16,57;31;58;-0,016;32,2;0,694
83;17,3;1871;18;5,14;31;53;0,016;22,7;0,635
83;26,3;1751;51;9,76;31;53;0,039;28,2;0,635
83;62,7;1796;19;16,33;31;52;-0,094;31,8;0,69
83;65,9;1770;68;18,86;31;57;0,062;32,9;0,686
83;65,9;1938;19;19,04;31;57;-0,039;32,9;0,682
82;54,1;1907;71;17,42;31;61;0,117;32,9;0,745
82;57,3;2050;62;18,59;31;65;0,023;32,9;0,714
82;65,9;2193;46;24,81;31;69;-0,055;34,9;0,69
82;47,5;2312;19;12,01;31;63;0;29,4;0,702
83;18;1914;19;4,96;31;48;0;22,7;0,635
82;18,4;1532;70;4,12;31;48;0,055;21,6;0,624
82;69,4;1652;38;10,12;31;50;0,031;24,3;0,651
82;20,4;1623;19;3,82;31;44;0;21,6;0,737
82;49;1428;85;12;31;43;0,055;30,6;0,718
82;100;1470;88;23,91;31;44;0,055;37,3;0,557
83;100;1489;73;25,98;31;42;0,016;40;0,553
83;95,7;2164;79;31,97;31;51;0,016;37,6;0,659
83;100;2574;79;38,42;30;58;-0,07;38,8;0,663
83;20;1968;71;9,37;31;58;0,039;29,8;0,635
83;72,2;1937;29;6,64;31;46;-0,086;24,7;0,675
83;34,1;795;32;3,95;32;22;0,008;20;0,596
83;36,9;810;31;4,24;32;10;-0,07;20;0,557
84;69;992;54;10,94;31;22;0,008;29,8;0,596
84;65,5;2111;18;21,04;31;30;-0,047;33,7;0,682
83;47,5;1525;43;10,73;31;36;0,039;29,4;0,714
82;39,2;1870;18;6,93;31;36;0;24,7;0,71
82;18;1694;20;4,59;31;29;0;22,4;0,635
82;18,4;1401;20;3,71;31;22;0,102;20,4;0,631
82;53,7;1109;23;4,42;32;19;0,07;20,4;0,643
82;39,6;939;97;3,81;31;25;0,047;19,2;0,573
83;100;1377;84;23,75;31;38;0,008;38;0,533
83;100;2053;27;27,29;31;42;-0,133;34,9;0,624
83;18,4;2017;40;5,29;31;40;0,047;23,1;0,678
83;0;1928;18;5;31;32;0;22,4;0,722
82;43,5;1472;20;5,6;31;20;0,039;22,4;0,729
82;29,4;857;32;3,75;32;14;0,039;19,6;0,667
82;38,4;809;33;4,05;32;10;-0,039;20,4;0,584
83;54,5;1941;30;17,36;31;19;0,023;32,9;0,71
83;73,3;1808;41;22,54;31;33;0,031;34,1;0,682
83;17,6;1553;35;5,31;31;38;0,039;24,7;0,655
83;26,3;1892;32;7,68;31;41;0,039;26,7;0,753
83;40,8;2078;40;12,6;31;47;0;30,6;0,725
83;45,1;2396;32;16,21;31;53;-0,078;31,8;0,733
83;17,6;2595;24;6,98;31;52;0,016;25,5;0,647
83;26,7;2624;21;11,06;31;53;0,078;29,4;0,78
83;25,5;2613;22;10,09;31;53;0,016;29;0,784
83;18,4;2573;23;7,22;31;51;0;25,9;0,643
83;25,1;2548;26;9,67;31;53;0,031;28,2;0,78
83;39,2;2630;35;15,65;31;54;-0,07;31,8;0,761
83;18;2596;19;7,01;31;45;0;25,5;0,659
83;36,5;2157;40;11,24;31;40;0,016;27,5;0,741
83;51,8;2027;43;15,91;31;44;-0,023;31,8;0,702
83;21,2;2097;19;11,21;31;42;0,039;30,2;0,631
83;18,8;1932;29;5,27;31;31;0,016;23,1;0,635
83;42,7;724;33;4,36;32;12;0,039;20,8;0,643
83;38;791;33;3,92;32;1;-0,07;20,4;0,569
83;40,4;796;34;4,37;32;0;0,016;20,8;0,506
84;34,9;802;31;4,2;32;0;0,109;20,4;0,573
84;37,3;808;33;4,02;32;0;-0,008;20;0,569
84;36,9;800;31;4,11;32;0;0,023;20,4;0,557
84;35,3;787;33;3,95;32;0;0,016;20,4;0,561
84;37,3;807;32;4,26;32;0;0,008;20,4;0,565
84;37,6;803;31;3,9;33;0;0,016;20,4;0,565
84;38,4;807;32;4,33;33;0;-0,031;20,4;0,565
83;39,2;810;31;4,16;33;0;-0,031;20,4;0,561
84;36,1;789;34;4,1;33;0;0,016;20,4;0,565
84;36,9;777;31;4,16;33;0;0,016;20,4;0,565
84;34,5;801;33;4,17;33;0;0,016;20,4;0,576
84;36,5;804;32;4,07;33;0;-0,031;20,4;0,604
85;37,6;810;32;4,19;33;0;0,016;20,4;0,573
85;36,1;795;32;3,97;33;0;-0,023;20,4;0,573
85;34,9;817;33;4,18;33;0;0,039;20,4;0,549
86;46,7;861;59;7,73;32;9;-0,039;27,5;0,537
86;81,2;2357;63;30,85;31;23;0;36,9;0,675
86;79,6;2231;82;17,59;31;38;-0,047;32,5;0,675
87;54,9;3338;80;10,12;31;44;0,031;26,7;0,663
87;100;2303;94;40,2;31;58;-0,031;42,7;0,651
87;100;3071;83;64,07;31;67;0;68,2;0,6
88;100;2280;86;39,21;31;73;-0,07;41,6;0,62
88;34,1;2472;18;7,84;31;69;0;24,7;0,714
88;100;2352;98;40,15;31;73;-0,055;41,2;0,651
88;100;2474;70;47,24;31;76;0,031;58,4;0,596
88;58;2478;70;16,49;31;75;0,016;31,8;0,718
87;72,2;2487;71;26,19;31;77;-0,008;34,9;0,729
87;85,5;2611;19;30,65;31;79;-0,094;36,1;0,678
87;51;2594;18;19,49;31;74;-0,016;32,5;0,733
86;36,9;2426;24;13,05;31;71;0,062;30,6;0,761
86;18;2300;19;6,17;31;64;0;24,3;0,643
85;18,4;2083;49;8,28;31;64;0,102;28,2;0,639
85;52,5;2167;47;16,69;31;68;-0,039;32,2;0,702
84;71,8;2297;56;24,04;31;71;0,016;34,5;0,694
84;70,2;2355;59;24,41;31;70;0,016;34,5;0,698
83;58;2318;20;18,58;31;67;0;0;0,706
83;34,5;2199;19;11,12;31;67;0,062;29,4;0,761
83;19,6;2213;31;6,03;31;67;0,031;24,3;0,639
82;18;2212;19;6,06;32;57;0;24,3;0,776
82;18,4;1799;19;4,6;32;47;0;22,7;0,635
82;18,4;1544;20;4,07;32;42;0;22;0,627
82;21,6;965;39;4,06;32;28;0,102;20;0,569
81;38,8;833;33;4,04;33;18;0,039;20,4;0,537
82;36,1;830;26;4,09;33;12;0,016;20;0,541
82;37,3;829;40;4,26;32;8;-0,062;20,4;0,514
82;42,7;1582;53;10,12;32;17;0,008;28,6;0,718
82;18,8;1671;84;17,54;31;30;0,062;32,2;0,627
82;100;3021;64;50,22;31;43;0,008;42;0,655
82;100;2302;76;35,65;31;55;-0,055;38,4;0,647
83;62,4;2739;68;26,1;31;60;-0,016;34,9;0,725
83;18,4;2404;78;6,41;31;63;0,055;30,6;0,635
83;100;2133;73;32,09;31;66;-0,062;37,6;0,643
83;52,9;2214;59;6,94;31;64;-0,047;24,3;0,682
84;72,9;2166;34;22,95;31;67;-0,031;34,1;0,686
84;52,5;2293;19;17,96;31;65;0,031;32,5;0,722
84;19,2;2094;19;5,99;31;60;0,039;23,9;0,635
83;19,2;1910;69;5,13;31;54;0,031;23,1;0,635
83;90,2;1828;47;23,74;31;57;0,062;34,9;0,655
83;62;1893;49;8,95;31;57;0,008;24,7;0,686
83;62;1903;61;17,38;31;60;0,016;32,5;0,69
83;74,9;2033;61;22,33;31;64;0,023;34,1;0,678
83;18,4;2125;44;11,66;31;64;0,031;31,4;0,765
83;18,4;2095;20;5,85;31;51;0;23,9;0,718
83;18;1490;31;3,8;32;18;0,039;20,8;0,627
83;42,7;764;56;4,49;32;22;-0,016;20,8;0,584
83;92,2;2249;20;31,18;31;37;-0,023;36,9;0,667
83;59,2;2160;66;17,34;31;45;0,07;31,8;0,714
83;81,6;2360;52;21,61;31;53;0,031;32,5;0,682
83;66,7;1883;34;18,49;31;62;-0,031;32,5;0,686
83;63,9;2125;43;20,02;31;67;0,023;33,3;0,69
83;54,1;2222;50;18,39;31;68;-0,062;32,5;0,714
83;42,4;2266;19;8,44;31;65;0;25,9;0,6765
83;18,8;2126;19;5,9;31;56;0;23,9;0,639
83;18,4;1738;20;4,56;31;35;0;22,4;0,635
83;19,6;1039;34;3,21;32;16;0,047;18,4;0,573
83;41,2;803;34;4,15;32;2;-0,008;20,4;0,525
83;35,3;802;32;4,21;32;0;0,039;20,4;0,557
83;38;798;30;4,13;32;0;0,047;20,4;0,557
83;36,1;803;30;4;33;0;0,039;20;0,569
84;36,1;793;34;4,06;33;0;0,023;20,4;0,561
84;35,7;804;32;4,11;33;0;0,039;20;0,584
84;39,2;782;31;4,18;33;0;0,016;20,4;0,569
84;65,5;1048;46;9,47;32;18;-0,039;27,5;0,565
84;48,6;1708;51;12,06;31;28;-0,008;30,2;0,749
84;64,3;2594;29;24,83;31;35;-0,047;34,5;0,706
84;59,2;1851;64;16,6;31;45;-0,031;32,2;0,69
84;56,5;2306;21;19,96;31;50;-0,008;32,9;0,71
84;23,9;2368;18;9,32;31;45;0,062;28,6;0,784
84;18,4;2006;19;5,32;31;29;0;23,1;0,635
84;20;1313;19;3,66;32;21;0,102;19,6;0,624
84;20,4;1035;21;3,07;32;19;0,062;18,4;0,612
84;29;847;56;3,67;32;9;0;19,6;0,624
85;36,1;787;36;4,01;33;0;0,008;20,4;0,561
85;42;783;35;4,6;33;1;-0,016;20,8;0,541
85;40,4;800;33;4,16;33;2;-0,023;20,8;0,553
85;40;802;31;4,48;33;1;0,023;20,8;0,522
85;40;804;39;4,39;33;5;0,016;20,8;0,537
85;28,2;871;24;3,18;33;5;0;18;0,541
85;17,6;819;47;4,09;32;12;-0,016;23,9;0,659
85;22;1296;19;3,71;32;19;0;20;0,604
85;35,7;1813;59;9,6;31;29;0,039;29;0,737
85;90,6;2904;69;40,04;31;39;-0,023;38;0,678
85;86,3;2020;57;24,71;31;43;-0,109;34,5;0,667
85;50,6;2164;46;16,16;31;45;-0,062;32,2;0,69
86;70,2;2256;45;23,23;31;44;-0,0465;32,9;0,694
86;65,5;2213;60;21,35;31;49;-0,031;33,7;0,694
86;71;2446;42;25,9;31;51;0,023;34,9;0,698
86;45,9;2516;18;17,09;31;49;0,039;32,2;0,737
86;27,1;2302;61;9,12;31;44;0,109;27,8;0,776
87;84,3;2232;42;27,48;31;48;0;35,7;0,678
87;48,6;2332;18;7,67;31;32;0;25,5;0,722
87;16,9;1247;31;3,51;32;25;0,094;18,4;0,627
87;60,4;2021;68;19,71;31;36;0,016;33,7;0,631
87;20,4;2383;58;6,53;31;42;-0,016;24,3;0,639
87;27,8;2140;20;6,35;31;40;0;23,9;0,71
87;19,2;1866;19;5,14;32;36;0;23,1;0,631
87;18,4;1742;48;6,29;32;37;-0,016;26,3;0,631
87;22,7;1858;20;5,32;32;23;0;23,5;0,741
87;21,6;899;34;3,76;32;17;0,039;20,4;0,647
87;37,6;778;30;4,33;33;6;-0,047;20,4;0,6
88;37,3;788;31;3,9;33;1;-0,023;20,4;0,549
88;37,6;799;32;3,86;33;0;-0,047;20;0,569
88;38,4;795;31;4,17;33;0;-0,047;20,4;0,569
88;37,3;808;33;4,16;33;0;-0,031;20,4;0,569
88;36,1;796;32;3,9;33;0;0,023;20,4;0,58
89;37,6;779;32;4,15;33;0;0,016;20,4;0,569
89;38,4;792;31;4,08;33;0;-0,031;20;0,6
89;39,6;812;53;8,35;32;12;-0,023;28,6;0,537
89;74,9;2558;50;23,91;32;21;0,016;29,8;0,694
90;74,1;2112;30;22,81;32;31;-0,047;32,9;0,678
90;43,5;2664;50;8,1;32;34;0,039;25,5;0,749
91;61,6;1715;47;15,72;32;37;-0,062;31,8;0,686
91;27,8;1743;20;4,72;32;26;0;22;0,745
91;65,5;1267;24;12,1;32;15;0,062;29,4;0,659
91;34,9;785;32;3,95;33;6;0,062;20;0,6
92;38,8;790;35;4,18;33;4;-0,016;20,4;0,608
92;45,9;1104;48;8,74;32;13;0,023;27,5;0,624
92;39,2;1576;58;12,8;32;23;0,039;30,2;0,659
92;76,5;2190;19;24,83;32;35;-0,055;34,9;0,678
93;60,4;1692;62;15,29;32;42;0;31,8;0,725
93;25,5;2056;19;6,15;32;37;0;23,5;0,737
93;24,7;1031;33;2,6;32;19;-0,008;19,2;0,592
93;38,4;779;35;4,07;33;9;-0,023;20,4;0,549
94;32,5;814;31;4,01;33;1;0;19,6;0,6
94;34,1;810;31;3,73;33;0;0,016;20;0,557
94;37,3;798;31;3,85;33;0;0,016;20;0,537
94;37,3;805;32;4,03;33;0;0,016;20;0,561
94;38;804;34;4,03;34;0;0,008;20,4;0,561
94;35,3;809;32;3,77;34;0;0,023;20;0,565
95;35,3;789;32;3,91;34;0;0,016;20;0,565
95;36,1;816;32;3,78;34;0;0,016;20;0,561
95;38;809;32;3,91;34;0;0,016;20;0,553
96;35,3;810;31;3,89;34;0;0,008;20;0,58
96;37,6;802;32;4,05;34;0;0,016;20;0,561
96;35,7;790;31;3,98;34;0;-0,023;20;0,569
97;37,3;793;31;4,08;34;0;-0,016;20;0,592
97;36,9;789;31;3,76;34;0;-0,023;20;0,573
97;40,8;805;44;4,17;34;3;-0,031;20,4;0,549
97;63,5;846;48;9;33;16;0;28,2;0,541
98;39,2;1618;47;10,41;32;26;0,031;28,2;0,671
98;50,2;2304;32;17,11;32;33;-0,078;32,2;0,718
98;38;2822;42;8,32;32;39;0,031;25,9;0,725
99;61,6;2067;39;18,78;32;46;0,008;32,9;0,69
99;47,8;2362;30;14,81;32;51;0;29,8;0,725
99;37,3;2612;19;14,25;32;56;0,031;31;0,757
98;19,2;1888;37;8,75;32;58;0,109;27,8;0,631
98;19,6;1911;41;5,5;32;56;0,039;23,5;0,631
97;49,4;1877;20;6,28;32;51;0;23,5;0,706
97;18;1600;48;4,14;32;48;0,031;21,6;0,631
95;71;1622;79;16,37;32;53;0,023;32,2;0,678
95;98,4;1824;79;25,95;32;60;0,023;36,1;0,635
94;55,7;2026;44;8,71;32;61;0,023;24,7;0,678
93;57,3;2038;56;16,88;32;61;0;30,2;0,694
92;79,2;2070;78;24,5;32;66;0,047;34,9;0,678
91;99,2;2278;23;23,18;32;66;0;32,2;0,655
91;46,7;2202;21;15,03;32;67;0,055;31,4;0,722
90;33,7;2199;20;10,32;32;61;0;29;0,765
90;19,2;1951;36;5,48;32;58;0,039;23,5;0,635
89;18,4;1919;19;5,4;33;57;0,016;23,5;0,765
89;19,2;1860;18;5,17;33;54;0,031;23,1;0,631
88;18,4;1719;20;4,54;33;37;0;22;0,631
88;20,8;1064;31;3,23;33;18;0;18,4;0,569
88;37,6;804;29;4,12;34;5;0,031;20;0,553
88;37,3;792;31;4,01;34;0;0,016;20,4;0,6
88;36,9;786;29;4,02;34;0;-0,016;20;0,616
88;38;784;30;4,06;34;0;-0,016;20;0,584
88;37,6;799;66;4,13;34;7;-0,016;20,4;0,592
88;61,6;1550;20;11,25;33;19;0,016;31,8;0,608
88;78,4;1697;73;24,12;32;32;-0,016;35,3;0,682
88;28,2;2120;100;20,58;33;46;0,078;33,7;0,635
89;100;2468;91;45,44;32;58;0,023;44,3;0,616
89;100;1988;64;31,82;32;67;-0,023;38,4;0,596
90;79,2;2254;21;26,55;32;70;-0,047;35,3;0,682
90;17,3;2283;19;5,93;33;64;0;24,3;0,643
90;18;2072;21;5,62;33;57;0;23,5;0,639
90;36,5;1930;19;10,45;33;58;0,07;29;0,729
89;18,4;1816;40;4,97;33;54;0,031;22,4;0,635
89;54,5;1806;19;14,53;33;54;0,008;31;0,706
89;18,4;1761;37;4,63;33;52;0,039;22,4;0,631
88;55,7;1731;59;14,34;32;54;-0,039;31;0,702
88;72,5;1803;23;19,4;32;53;-0,008;33,3;0,675
88;40;1766;19;9,84;33;48;-0,008;28,6;0,741
88;40;1597;20;9,64;33;45;0,031;28,2;0,722
88;36,9;1537;19;8,55;33;45;-0,016;27,1;0,729
87;15,7;1475;20;3,52;33;42;0,07;21,2;0,694
87;36,9;1384;21;7,66;33;40;-0,023;28,2;0,706
87;19,2;1198;32;3,59;33;16;0,047;19,2;0,6
87;42,7;791;51;4,43;33;23;-0,008;22;0,533
87;76,9;2283;20;26,3;33;37;-0,031;35,3;0,682
87;36,5;1911;44;11,37;33;46;-0,047;29,8;0,729
87;35,7;2356;26;9,03;33;46;0;27,5;0,729
87;18,8;2146;35;5,95;33;42;0,07;24,7;0,635
87;20,4;1848;29;5,31;33;16;0,078;22,7;0,627
87;40,8;777;64;5,22;33;20;0,039;25,9;0,604
87;80;2015;68;24,48;32;35;-0,023;34,9;0,667
87;21,2;2311;57;6,71;32;36;0,086;24,7;0,635
87;26,7;1801;21;5,88;33;26;0;22,7;0,706
87;19,2;1169;28;4,61;33;22;0,016;23,1;0,608
87;30,2;1704;27;7,71;33;21;0,016;26,3;0,733
87;28,6;1714;32;7,81;33;23;0;26,7;0,745
87;21,6;1928;20;5,62;33;18;0;23,9;0,729
87;33,7;1487;20;7,58;33;15;0,039;26,7;0,725
87;47,8;1317;21;10,07;33;16;0,078;28,6;0,671
87;41,6;1317;47;8;33;23;0,086;26,7;0,62
87;52,5;2187;20;17,42;33;24;-0,125;32,2;0,702
87;18,8;1675;37;4,47;33;23;0,016;22;0,627
87;60,8;2183;18;19,59;33;31;0;32,9;0,694
87;27,5;2587;19;10,63;33;29;-0,016;29,4;0,788
87;19,6;1808;22;4,77;33;22;0,039;22,4;0,7235
87;16,9;1506;52;3,74;33;22;0,031;21,2;0,659
87;63,5;2062;66;19,97;32;35;0,016;33,3;0,682
87;76,5;3243;51;37,51;32;43;0;37,3;0,682
87;69,4;2234;20;22,45;32;48;0,016;34,1;0,69
87;37,6;2382;50;13,11;32;51;-0,031;30,6;0,749
87;60;2579;36;24,19;32;51;-0,094;34,5;0,71
87;23,5;2287;41;6,49;32;47;0,078;24,7;0,753
87;58;2316;48;20,2;32;48;0,023;33,3;0,71
87;67,5;2421;56;24,44;32;54;-0,055;34,5;0,706
87;29,4;2661;30;10,56;32;54;-0,023;29;0,78
87;31,8;2667;19;11,77;32;52;0,031;29,8;0,776
86;18,8;2314;32;6,51;32;42;0;25,1;0,639
86;39,6;1997;65;11,77;32;44;0,039;31,4;0,729
86;83,5;2295;70;29,64;32;52;0,008;36,5;0,678
86;84,3;2608;62;26,09;32;52;0,023;33,3;0,678
86;78,8;2577;64;30,59;32;54;-0,008;36,1;0,686
86;18,8;2546;20;7,26;32;33;0;26,3;0,788
86;22,7;1027;41;2,42;33;25;-0,008;18,8;0,596
86;57,6;2215;21;20,05;32;41;0;33,7;0,718
86;38,4;2040;41;14,02;32;52;-0,031;31;0,761
86;22;2663;19;10,55;32;57;0;29,4;0,643
86;19,2;2608;19;7,44;32;28;0;26,3;0,643
86;30,6;816;40;5,23;32;20;-0,008;22,7;0,678
86;54,1;1926;60;17,23;32;36;-0,023;32,5;0,698
86;78,8;3251;42;39,36;32;44;-0,07;38;0,682
86;84,3;2319;68;29,22;31;53;-0,031;36,1;0,678
86;84,7;2713;26;34,27;31;56;-0,102;36,9;0,678
86;25,5;2724;18;7,73;32;47;0;25,9;0,788
86;18,8;1982;20;5,33;32;24;0;22,7;0,635
86;25,5;1211;64;3,58;32;27;0,062;19,6;0,667
86;92,2;1558;73;21,56;32;42;0,055;34,5;0,624
86;91;2302;73;31,31;31;57;0;36,9;0,671
86;89,4;2933;83;39,63;31;68;-0,086;38,4;0,678
86;23,5;3120;89;8,74;31;72;0,078;27,1;0,506
